document_id;source_file;source_link;question;content
27;34.txt;https://www.wroclawguide.com/en/moving-to-wroclaw-expats/;Are there any helpful applications? What is Jakdojade? What is OLX? What is Pyszne? Is there any application for transportation?; Applications that you should have are : Jakdojade, Koleo, Otodom, OLX, Pyszne, WRM, Embargo Jakdojade Perfect for getting around with public transport in Wroclaw ( check also out our blog post on that topic, as buying tram tickets the first time might be tricky! ) It has the latest schedules, makes it easy to navigate from A to B and most of the times even real time information from busses and trams – a true must have app in Wroclaw! But : No, at this point you are not able to buy the tickets with that application, it is purely to find out how to get around in the best possible way with public transport. Koleo Want to go outside of Wroclaw 
27;34.txt;https://www.wroclawguide.com/en/moving-to-wroclaw-expats/;Are there any helpful applications? What is Jakdojade? What is OLX? What is Pyszne? Is there any application for transportation?; app in Wroclaw! But : No, at this point you are not able to buy the tickets with that application, it is purely to find out how to get around in the best possible way with public transport. Koleo Want to go outside of Wroclaw? With Koleo you are able to purchase regional train tickets online, the best way to explore Lower Silesia. Check out our recommendations for amazing day trips from Wroclaw, most of them are within reach of regional trains! Embargo With this application you can collect loyalty points in many venues in Wroclaw, not only cafés but also restaurants and more – highly recommended, we use it ourselves all the time since it started in Wroclaw! In our blog post about the best cafés in Wroclaw you find 
27;34.txt;https://www.wroclawguide.com/en/moving-to-wroclaw-expats/;Are there any helpful applications? What is Jakdojade? What is OLX? What is Pyszne? Is there any application for transportation?; this application you can collect loyalty points in many venues in Wroclaw, not only cafés but also restaurants and more – highly recommended, we use it ourselves all the time since it started in Wroclaw! In our blog post about the best cafés in Wroclaw you find some more info. Otodom Looking for an apartment to rent, or you consider even buying some real estate in Wroclaw? Otodom is one of the most popular portals where plenty of real estate is listed to rent and buy. OLX You want to buy or sell something in your neighbourhood? OLX is sort of the Polish version from Craigslist or local eBay listings. You can find apartments, clothes, cars, pretty much everything. But be aware – never pay anything upfront, of course there are also 
27;34.txt;https://www.wroclawguide.com/en/moving-to-wroclaw-expats/;Are there any helpful applications? What is Jakdojade? What is OLX? What is Pyszne? Is there any application for transportation?; to buy or sell something in your neighbourhood? OLX is sort of the Polish version from Craigslist or local eBay listings. You can find apartments, clothes, cars, pretty much everything. But be aware – never pay anything upfront, of course there are also some scammers around …. Pyszne Who does not know that feeling? It is Sunday evening and the fridge is empty … To order food in Wroclaw to your home, there are plenty of options like Uber Eats, Wolt, Glovo, but we would mostly recommend Pyszne to you ( in other countries known as Lieferando, and your accounts already created in other countries actually work seamless in Poland as well ). DEEPL We recommend you a good translation app in 
27;34.txt;https://www.wroclawguide.com/en/moving-to-wroclaw-expats/;Are there any helpful applications? What is Jakdojade? What is OLX? What is Pyszne? Is there any application for transportation?;vo, but we would mostly recommend Pyszne to you ( in other countries known as Lieferando, and your accounts already created in other countries actually work seamless in Poland as well ). DEEPL We recommend you a good translation app in case you do not speak Polish yet – in our experience DEEPL provides much better results than Google Translate when it comes to Polish, keep that in mind. Urbancard With that application you will be able to buy tram tickets, however the process of buying them contactless on the tram is something we find more comfortable, check out the details for that in our guide to public transport in Wroclaw here. We still include it at some people might prefer this app ?? WRM You don ‘ t 
27;34.txt;https://www.wroclawguide.com/en/moving-to-wroclaw-expats/;Are there any helpful applications? What is Jakdojade? What is OLX? What is Pyszne? Is there any application for transportation?; process of buying them contactless on the tram is something we find more comfortable, check out the details for that in our guide to public transport in Wroclaw here. We still include it at some people might prefer this app ?? WRM You don ‘ t have your own bike? Join the City Bike rental system in Wroclaw with the WRM app, more details also available in our guide on how to get around in Wroclaw here. In that post you also find information on which e - scooters and car rental schemes are available. Banking Of course, depending on your choice, you should have the application of your bank to be able to use some of the local payment methods. Just to mention BLIK, which is an easy way to pay online. 
27;34.txt;https://www.wroclawguide.com/en/moving-to-wroclaw-expats/;Are there any helpful applications? What is Jakdojade? What is OLX? What is Pyszne? Is there any application for transportation?; car rental schemes are available. Banking Of course, depending on your choice, you should have the application of your bank to be able to use some of the local payment methods. Just to mention BLIK, which is an easy way to pay online. During the check out you just put a six digit number from your banking app into the payment field, then confirm it on your app, and the payment is completed. With BLIK you can also get cash from any ATM without the need of having a physical credit card with you – very convenient. Apart from that, contactless payment is pretty much the standard payment method for everything, so make sure your credit card is added to Apple Pay or your Google Wallet. LUXMED In case you have 
27;34.txt;https://www.wroclawguide.com/en/moving-to-wroclaw-expats/;Are there any helpful applications? What is Jakdojade? What is OLX? What is Pyszne? Is there any application for transportation?; having a physical credit card with you – very convenient. Apart from that, contactless payment is pretty much the standard payment method for everything, so make sure your credit card is added to Apple Pay or your Google Wallet. LUXMED In case you have a private healthcare plan with LUXMED, which is part of many employment contracts with larger companies in Wroclaw, don ’ t miss out on the ” Portal Pacjenta LUX MED ” app to book doctor appointments, see test results, etc. 
28;35.txt;https://www.wroclawguide.com/en/moving-to-wroclaw-expats/;Where to look for a flat?; One of the first decisions that everyone has to make after arriving in Wrocław is whether to rent or buy an apartment. Start looking for a flat before coming to Poland – because, oftentimes, many people want to rent an apartment at the same time of the year. You can look for apartments in Wrocław on your own on the Internet or with the help of a real estate agency. Real Estate Agencies If you would like to use the services of a real estate agency, please remember that agents charge a minimum of half month ’ s rent up to one month ’ s rent as a commission for finding an apartment for rent ( when you buy an apartment, their commissions range from 1 % to 3 % of the sale price ). However, working with 
28;35.txt;https://www.wroclawguide.com/en/moving-to-wroclaw-expats/;Where to look for a flat?; a minimum of half month ’ s rent up to one month ’ s rent as a commission for finding an apartment for rent ( when you buy an apartment, their commissions range from 1 % to 3 % of the sale price ). However, working with a real estate agent is a good way to protect you in the event of a dispute – the agent will help you clarify the matter. An agent will also draw up a flat lease agreement and advise you on legal matters. The Internet Looking for a flat on your own can be done in many ways : by asking friends, browsing through advertisements, but mainly on the Internet. There are various internet websites that will help you find and rent or buy a flat directly from the landlord. You can search 
28;35.txt;https://www.wroclawguide.com/en/moving-to-wroclaw-expats/;Where to look for a flat?; a flat on your own can be done in many ways : by asking friends, browsing through advertisements, but mainly on the Internet. There are various internet websites that will help you find and rent or buy a flat directly from the landlord. You can search for current advertisements, e. g. on Gumtree, OLX or ADA. You can also find a lot of housing ads on Facebook, where there are many groups for migrants living in Wroclaw ( check “ expat Wroclaw ” or “ live in Wroclaw ” ) or local groups for people looking for or offering apartments and rooms for rent ( check the following phrases : “ mieszkanie do wynajęcia Wrocław ” or “ Wrocław mieszkania pokoje ” ). 
29;36.txt;https://www.wroclawguide.com/en/moving-to-wroclaw-expats/;Are there any facebook groups for foreigners? ; The events we just introduced to you are really great, but on the other hand it surely would be nice to connect with others, right? Let us recommend you some Facebook groups first where foreigners, expats, and other people connected to the international community in Wroclaw are discussing current topics, sharing stuff to do, helping others and more : Wroclaw Expats ( by far the largest, where we got nice hints for this post as well! ) Wroclaw International Wroclaw International Game Night Wroclaw Expats Trekking Foreigners in Wroclaw Language Exchange Club Wroclaw New in Wroclaw Wroclaw Girl Gone International In addition, there are plenty of local language groups like ” Italians in Wroclaw ”, ” Germans in Wroclaw ”, and many more, just go on facebook and look 
29;36.txt;https://www.wroclawguide.com/en/moving-to-wroclaw-expats/;Are there any facebook groups for foreigners? ; Trekking Foreigners in Wroclaw Language Exchange Club Wroclaw New in Wroclaw Wroclaw Girl Gone International In addition, there are plenty of local language groups like ” Italians in Wroclaw ”, ” Germans in Wroclaw ”, and many more, just go on facebook and look out for them if you like to stick to your own people ?? If you are looking for regular meet - ups in Wroclaw, in these local groups you will find the latest schedules and meeting points, but also in the larger and more generic groups, you will easily find many international meetings. 
30;37.txt;https://www.gov.pl/web/gov/uzyskaj-numer-pesel--usluga-dla-cudzoziemcow-en;How can I register my residence? ; If you are foreigner living in Poland, you can register your residence – in such a situation, you will automatically obtain a PESEL Number [ Polish acronym for „ Universal Electronic System for Registration of the Population ” ]. If you cannot register your residence, and any agency requires a PESEL Number from you – submit an application. Check how to do this. To register your residence you have to prepare : an application for the assigning of a PESEL Number – download and fill it out at home. You can also obtain the application at the municipality / township office. a document, which confirms your identity and other data entered in the application form. You can submit the application In person or by a Proxy acting on your behalf 
30;37.txt;https://www.gov.pl/web/gov/uzyskaj-numer-pesel--usluga-dla-cudzoziemcow-en;How can I register my residence? ; out at home. You can also obtain the application at the municipality / township office. a document, which confirms your identity and other data entered in the application form. You can submit the application In person or by a Proxy acting on your behalf. Learn more at the office how to handle the matter through a proxy. Remember! Provide the actual legal base in the application, which entails the obligation of holding a PESEL Number. If Any agency ( for example, ZUS ( Social Security Agency ) or tax Office requires the PESEL Number – it should also provide you with the legal base of such a requirement. If there are any deficiencies in the application – you will be informed that they need to be supplemented. The 
30;37.txt;https://www.gov.pl/web/gov/uzyskaj-numer-pesel--usluga-dla-cudzoziemcow-en;How can I register my residence? ; Security Agency ) or tax Office requires the PESEL Number – it should also provide you with the legal base of such a requirement. If there are any deficiencies in the application – you will be informed that they need to be supplemented. The office will not be able to review your application, if the said application fails to meet official requirements. To register your residence fill out the application form and prepare your ID document – for more information, see the What you have to prepare section. Submit the application with any office – for more information, see the Where to collect section. 
31;38.txt;https://www.wielokultury.wroclaw.pl/en/wromigrant-opieka-medyczna-3/;Is there a private medical care? Where is the emergency in Wrocław? Is there a night healthcare? What are mandatory vaccinations in Poland? What is NFZ? What is National Health Fund? How to get health insurance? How can I sign a contract with National Health Fund? Can I get insurance with National Health Fund as a student? ; Compulsory insurance In Poland, the National Health Fund ( NFZ ) is the institution responsible for financing and providing public health services. Contributions for compulsory health insurance are paid through a public organisational unit – the Social Insurance Institution ( ZUS ). Foreigners coming to Poland can benefit from public health services provided that they apply to the National Health Fund. This is usually done through the employer. All persons employed in Poland ( on a contract of employment or mandate ), including foreigners, are subject to the obligation of health insurance. When you start working, your employer reports you as an employed person, which means that your monthly salary will automatically be paid into the Social Insurance Institution ( ZUS ). Remember that in case of 
31;38.txt;https://www.wielokultury.wroclaw.pl/en/wromigrant-opieka-medyczna-3/;Is there a private medical care? Where is the emergency in Wrocław? Is there a night healthcare? What are mandatory vaccinations in Poland? What is NFZ? What is National Health Fund? How to get health insurance? How can I sign a contract with National Health Fund? Can I get insurance with National Health Fund as a student? ; foreigners, are subject to the obligation of health insurance. When you start working, your employer reports you as an employed person, which means that your monthly salary will automatically be paid into the Social Insurance Institution ( ZUS ). Remember that in case of termination of employment, the insurance ends 30 days after the termination of the employment contract. If you have your own business, you have to pay the appropriate contributions to the Social Insurance Institution ( ZUS ) on time. As a rule, treatment of a person insured in the National Health Fund is free of charge ( it is financed from medical insurance funds ). In some cases, however, you may have to pay for some services. The National Health Fund does not finance benefits that are not included 
31;38.txt;https://www.wielokultury.wroclaw.pl/en/wromigrant-opieka-medyczna-3/;Is there a private medical care? Where is the emergency in Wrocław? Is there a night healthcare? What are mandatory vaccinations in Poland? What is NFZ? What is National Health Fund? How to get health insurance? How can I sign a contract with National Health Fund? Can I get insurance with National Health Fund as a student? ; a person insured in the National Health Fund is free of charge ( it is financed from medical insurance funds ). In some cases, however, you may have to pay for some services. The National Health Fund does not finance benefits that are not included in the lists of guaranteed benefits set forth in the Ordinance of the Minister of Health. Remember! If you do not have the insurance of the National Health Fund and go to hospital, you will have to pay the full cost of treatment. Voluntary insurance with the National Health Fund If you are staying in Poland without a valid health insurance, you should consider the option of voluntary insurance with the National Health Fund in order to avoid the costs of hospital treatment in case of sudden illness or accident 
31;38.txt;https://www.wielokultury.wroclaw.pl/en/wromigrant-opieka-medyczna-3/;Is there a private medical care? Where is the emergency in Wrocław? Is there a night healthcare? What are mandatory vaccinations in Poland? What is NFZ? What is National Health Fund? How to get health insurance? How can I sign a contract with National Health Fund? Can I get insurance with National Health Fund as a student? ; Voluntary insurance with the National Health Fund If you are staying in Poland without a valid health insurance, you should consider the option of voluntary insurance with the National Health Fund in order to avoid the costs of hospital treatment in case of sudden illness or accident. For that to happen, submit an application to the National Health Fund ( in one of the branches near your place of residence ). In order to sign an agreement with the National Health Fund, if you are from the outside of the EU, in addition to your passport you must also have your visa or a residence permit. After signing an agreement with the National Health Fund, you must go to Social Insurance Institution and submit a ZUS ZZA form. Information about the amount of the contributions as 
31;38.txt;https://www.wielokultury.wroclaw.pl/en/wromigrant-opieka-medyczna-3/;Is there a private medical care? Where is the emergency in Wrocław? Is there a night healthcare? What are mandatory vaccinations in Poland? What is NFZ? What is National Health Fund? How to get health insurance? How can I sign a contract with National Health Fund? Can I get insurance with National Health Fund as a student? ;, in addition to your passport you must also have your visa or a residence permit. After signing an agreement with the National Health Fund, you must go to Social Insurance Institution and submit a ZUS ZZA form. Information about the amount of the contributions as well as the date of payment date can be obtained from the National Health Fund branch. Remember that citizens of EU countries who have not yet taken up work or have lost their jobs can register with the Labour Office as unemployed and get insurance for themselves and their children. You will need to present the certificate of insurance from the Labour Office when you register with a doctor. Choosing a clinic and doctor The whole procedure of visiting the doctor at the clinic will be faster if you provide your PES 
31;38.txt;https://www.wielokultury.wroclaw.pl/en/wromigrant-opieka-medyczna-3/;Is there a private medical care? Where is the emergency in Wrocław? Is there a night healthcare? What are mandatory vaccinations in Poland? What is NFZ? What is National Health Fund? How to get health insurance? How can I sign a contract with National Health Fund? Can I get insurance with National Health Fund as a student? ; insurance for themselves and their children. You will need to present the certificate of insurance from the Labour Office when you register with a doctor. Choosing a clinic and doctor The whole procedure of visiting the doctor at the clinic will be faster if you provide your PESEL number ( PESEL procedure, see Chapter 2 ). If you do not have a PESEL number, you can register for a visit by submitting your passport or residence card. After you register with the Social Insurance Institution ( ZUS ), you must register with the appropriate clinic. In other words, in order to receive medical care, it is not enough for the employer to report to the Social Insurance Institution alone. It is also necessary for you to choose a doctor called a primary care physician 
31;38.txt;https://www.wielokultury.wroclaw.pl/en/wromigrant-opieka-medyczna-3/;Is there a private medical care? Where is the emergency in Wrocław? Is there a night healthcare? What are mandatory vaccinations in Poland? What is NFZ? What is National Health Fund? How to get health insurance? How can I sign a contract with National Health Fund? Can I get insurance with National Health Fund as a student? ; you must register with the appropriate clinic. In other words, in order to receive medical care, it is not enough for the employer to report to the Social Insurance Institution alone. It is also necessary for you to choose a doctor called a primary care physician. Take your passport, residence card and proof of payment of contributions to the clinic you choose ( you will receive it from your employer ). Fill in the application form on the spot and register to take full advantage of your insurance. It is best to choose a clinic near your place of residence, checking beforehand whether the institution has a contract with the National Health Fund ( NFZ ). When registering at a selected clinic, it is worth remembering that health services provided to an insured person may 
31;38.txt;https://www.wielokultury.wroclaw.pl/en/wromigrant-opieka-medyczna-3/;Is there a private medical care? Where is the emergency in Wrocław? Is there a night healthcare? What are mandatory vaccinations in Poland? What is NFZ? What is National Health Fund? How to get health insurance? How can I sign a contract with National Health Fund? Can I get insurance with National Health Fund as a student? ; best to choose a clinic near your place of residence, checking beforehand whether the institution has a contract with the National Health Fund ( NFZ ). When registering at a selected clinic, it is worth remembering that health services provided to an insured person may also be used by members of their immediate family ( children, spouses, parents, grandparents ), if they are not insured under any other title ( such information should be reported to the employer in order for your family to be included in your insurance and when choosing a National Health Fund institution ). Choosing a doctor / nurse / midwife : As an insured person in the National Health Fund, you have the right to choose a facility, doctor, nurse and midwife of basic health care. 
31;38.txt;https://www.wielokultury.wroclaw.pl/en/wromigrant-opieka-medyczna-3/;Is there a private medical care? Where is the emergency in Wrocław? Is there a night healthcare? What are mandatory vaccinations in Poland? What is NFZ? What is National Health Fund? How to get health insurance? How can I sign a contract with National Health Fund? Can I get insurance with National Health Fund as a student? ; insurance and when choosing a National Health Fund institution ). Choosing a doctor / nurse / midwife : As an insured person in the National Health Fund, you have the right to choose a facility, doctor, nurse and midwife of basic health care. This choice is evidenced by the so - called declaration of choice, which is usually completed on the spot at the clinic. Ask a the person in charge of the registration to help you fill it in. The family doctor, the internist and the paediatrician Patients often do not know that the family doctor, internist and paediatrician are doctors of different specialisations. The scope of family medicine is slightly wider than that of an internist or paediatrician. 
31;38.txt;https://www.wielokultury.wroclaw.pl/en/wromigrant-opieka-medyczna-3/;Is there a private medical care? Where is the emergency in Wrocław? Is there a night healthcare? What are mandatory vaccinations in Poland? What is NFZ? What is National Health Fund? How to get health insurance? How can I sign a contract with National Health Fund? Can I get insurance with National Health Fund as a student? ; and the paediatrician Patients often do not know that the family doctor, internist and paediatrician are doctors of different specialisations. The scope of family medicine is slightly wider than that of an internist or paediatrician. The family doctor can provide health services and advice to both adults and children. The paediatrician only takes care of the children. An internist only deals with adults. Remember that children attending a Polish school are entitled to free health care under the NFZ. Student insurance As a student you can also voluntarily insure yourself in the National Health Fund and benefit from free health care. How to sign a contract with the National Health Fund? First, obtain your student status document from the 
31;38.txt;https://www.wielokultury.wroclaw.pl/en/wromigrant-opieka-medyczna-3/;Is there a private medical care? Where is the emergency in Wrocław? Is there a night healthcare? What are mandatory vaccinations in Poland? What is NFZ? What is National Health Fund? How to get health insurance? How can I sign a contract with National Health Fund? Can I get insurance with National Health Fund as a student? ; under the NFZ. Student insurance As a student you can also voluntarily insure yourself in the National Health Fund and benefit from free health care. How to sign a contract with the National Health Fund? First, obtain your student status document from the Dean ’ s Office. Then go to the appropriate branch of the National Health Fund – Lower Silesia Branch of the National Health Fund, Insurance Service Centre ( ul. Dawida 2 in Wrocław, tel. + 48 71 797 91 32 ). Bring the following documents with you : a certificate from a higher education institution confirming the status of a student, student ID, When you are there – fill in the application form for voluntary insurance. Come to the branch on the date set by the 
31;38.txt;https://www.wielokultury.wroclaw.pl/en/wromigrant-opieka-medyczna-3/;Is there a private medical care? Where is the emergency in Wrocław? Is there a night healthcare? What are mandatory vaccinations in Poland? What is NFZ? What is National Health Fund? How to get health insurance? How can I sign a contract with National Health Fund? Can I get insurance with National Health Fund as a student? ;. Bring the following documents with you : a certificate from a higher education institution confirming the status of a student, student ID, When you are there – fill in the application form for voluntary insurance. Come to the branch on the date set by the National Health Fund to sign a voluntary insurance agreement. After signing the agreement, within 7 days register at the branch or inspection of the Social Insurance Institution ( ZUS ) by submitting a ZUS ZZA blank form ( “ Application for health insurance ” ). A student who has signed an agreement for insurance and pays contributions on time has the right to receive medical care in the territory of Poland in points which have signed a contract with the National Health Fund for providing medical assistance ( there is an appropriate marking with 
31;38.txt;https://www.wielokultury.wroclaw.pl/en/wromigrant-opieka-medyczna-3/;Is there a private medical care? Where is the emergency in Wrocław? Is there a night healthcare? What are mandatory vaccinations in Poland? What is NFZ? What is National Health Fund? How to get health insurance? How can I sign a contract with National Health Fund? Can I get insurance with National Health Fund as a student? ;. A student who has signed an agreement for insurance and pays contributions on time has the right to receive medical care in the territory of Poland in points which have signed a contract with the National Health Fund for providing medical assistance ( there is an appropriate marking with the “ NFZ ” inscription in such clinics ). Going to the doctor, you must have a copy of the agreement with the National Health Fund with you, as well as a blank application form for the Social Insurance Institution and a confirmation of the last month ’ s contribution fee. The addresses of the Social Insurance Institution branches in Wrocław can be found here : www. zus. pl / o - zus / kontakt / oddzialy - inspektoraty - biura - terenowe. You can also 
31;38.txt;https://www.wielokultury.wroclaw.pl/en/wromigrant-opieka-medyczna-3/;Is there a private medical care? Where is the emergency in Wrocław? Is there a night healthcare? What are mandatory vaccinations in Poland? What is NFZ? What is National Health Fund? How to get health insurance? How can I sign a contract with National Health Fund? Can I get insurance with National Health Fund as a student? ;" the last month ’ s contribution fee. The addresses of the Social Insurance Institution branches in Wrocław can be found here : www. zus. pl / o - zus / kontakt / oddzialy - inspektoraty - biura - terenowe. You can also sign insurance agreement with private insurance agencies. You can choose any package of services, depending on your needs and financial capabilities Vaccination It is worth knowing that in Poland vaccinations are obligatory. It applies to : children and youth up to the age of 19 ; persons from a group of higher risk of disease ( students of medical universities, veterinary or health care staff ). Also foreigners under 19 years of age staying on the territory of the Republic of Poland for more than 3 months, "
31;38.txt;https://www.wielokultury.wroclaw.pl/en/wromigrant-opieka-medyczna-3/;Is there a private medical care? Where is the emergency in Wrocław? Is there a night healthcare? What are mandatory vaccinations in Poland? What is NFZ? What is National Health Fund? How to get health insurance? How can I sign a contract with National Health Fund? Can I get insurance with National Health Fund as a student? ;" the age of 19 ; persons from a group of higher risk of disease ( students of medical universities, veterinary or health care staff ). Also foreigners under 19 years of age staying on the territory of the Republic of Poland for more than 3 months, regardless of the purpose of their stay, should undergo mandatory protective vaccinations. Mandatory vaccinations shall be carried out against : diphtheria tuberculosis pertussis pneumococcal infections polio ( poliomyelitis ) tetanus rubella measles mumps infections against Haemophilus influenzae type B hepatitis B. The vaccination calendar is available on the following website in Polish and English : szczepienia. pzh. gov. pl / en / immunisation - schedule Mandatory vaccinations "
31;38.txt;https://www.wielokultury.wroclaw.pl/en/wromigrant-opieka-medyczna-3/;Is there a private medical care? Where is the emergency in Wrocław? Is there a night healthcare? What are mandatory vaccinations in Poland? What is NFZ? What is National Health Fund? How to get health insurance? How can I sign a contract with National Health Fund? Can I get insurance with National Health Fund as a student? ;les mumps infections against Haemophilus influenzae type B hepatitis B. The vaccination calendar is available on the following website in Polish and English : szczepienia. pzh. gov. pl / en / immunisation - schedule Mandatory vaccinations are free of charge. If you do not want to be vaccinated with the vaccine offered by the Ministry of Health, you can bring a vaccine purchased by yourself to the clinic. In addition to the mandatory vaccinations, vaccination against the following disease is also recommended : influenza, tick - borne encephalitis chickenpox hepatitis A meningococcal infection rotavirus infection. To be vaccinated, you must get a prescription from your doctor, then buy a vaccine from a pharmacy and bring 
31;38.txt;https://www.wielokultury.wroclaw.pl/en/wromigrant-opieka-medyczna-3/;Is there a private medical care? Where is the emergency in Wrocław? Is there a night healthcare? What are mandatory vaccinations in Poland? What is NFZ? What is National Health Fund? How to get health insurance? How can I sign a contract with National Health Fund? Can I get insurance with National Health Fund as a student? ;" disease is also recommended : influenza, tick - borne encephalitis chickenpox hepatitis A meningococcal infection rotavirus infection. To be vaccinated, you must get a prescription from your doctor, then buy a vaccine from a pharmacy and bring it to the clinic. The obligation to vaccinate includes both Poles and foreigners. Lack of mandatory vaccinations in a person subject to them may result in the imposition of a fine. Basic healthcare during night - time and holidays is provided from 18 : 00 to 8 : 00 on weekdays and around the clock on public holidays. You can use it in the following situations : there are no symptoms suggesting an imminent threat to life or significant damage to health ; the home remedies or over - "
31;38.txt;https://www.wielokultury.wroclaw.pl/en/wromigrant-opieka-medyczna-3/;Is there a private medical care? Where is the emergency in Wrocław? Is there a night healthcare? What are mandatory vaccinations in Poland? What is NFZ? What is National Health Fund? How to get health insurance? How can I sign a contract with National Health Fund? Can I get insurance with National Health Fund as a student? ;" from 18 : 00 to 8 : 00 on weekdays and around the clock on public holidays. You can use it in the following situations : there are no symptoms suggesting an imminent threat to life or significant damage to health ; the home remedies or over - the - counter medicines used did not deliver the expected improvement ; there is a threat that waiting for the opening of a clinic may have a significant adverse effect on your health. In night - time and holiday health care centres, you have the right to obtain a certificate stating the extent of the assistance provided to you. The obligation to issue a certificate of incapacity for work shall ( the so called sick leave or L4 ) rest with the doctor who establishes such incapacity. You can "
31;38.txt;https://www.wielokultury.wroclaw.pl/en/wromigrant-opieka-medyczna-3/;Is there a private medical care? Where is the emergency in Wrocław? Is there a night healthcare? What are mandatory vaccinations in Poland? What is NFZ? What is National Health Fund? How to get health insurance? How can I sign a contract with National Health Fund? Can I get insurance with National Health Fund as a student? ; to obtain a certificate stating the extent of the assistance provided to you. The obligation to issue a certificate of incapacity for work shall ( the so called sick leave or L4 ) rest with the doctor who establishes such incapacity. You can seek basic healthcare during night - time and holidays here : Dolnośląski Szpital Specjalistyczny im. T. Marciniaka ul. Fieldorfa 2 54 - 049 Wrocław tel. + 48 71 306 42 22 Wojewódzki Szpital Specjalistyczny ul. Kamieńskiego 73a 51 - 124 Wrocław tel. + 48 71 32 70 536 Wojewódzki Szpital Specjalistyczny im. J. Gromkowskiego ul. Koszarowa 551 - 
31;38.txt;https://www.wielokultury.wroclaw.pl/en/wromigrant-opieka-medyczna-3/;Is there a private medical care? Where is the emergency in Wrocław? Is there a night healthcare? What are mandatory vaccinations in Poland? What is NFZ? What is National Health Fund? How to get health insurance? How can I sign a contract with National Health Fund? Can I get insurance with National Health Fund as a student? ;zki Szpital Specjalistyczny ul. Kamieńskiego 73a 51 - 124 Wrocław tel. + 48 71 32 70 536 Wojewódzki Szpital Specjalistyczny im. J. Gromkowskiego ul. Koszarowa 551 - 149 Wrocław tel. + 48 71 395 76 07 Szpital Specjalistyczny im A. Falkiewicza ul. Warszawska 2 52 - 114 Wrocław tel. + 48 71 37 74 116 Private medical care There are many private medical facilities in Wrocław offering a wide range of health services for a fee. You can easily find them using a search engine. Their offer is used by many citizens of Wrocław. The main advantage of private health care is often the fact that you can register with 
31;38.txt;https://www.wielokultury.wroclaw.pl/en/wromigrant-opieka-medyczna-3/;Is there a private medical care? Where is the emergency in Wrocław? Is there a night healthcare? What are mandatory vaccinations in Poland? What is NFZ? What is National Health Fund? How to get health insurance? How can I sign a contract with National Health Fund? Can I get insurance with National Health Fund as a student? ; facilities in Wrocław offering a wide range of health services for a fee. You can easily find them using a search engine. Their offer is used by many citizens of Wrocław. The main advantage of private health care is often the fact that you can register with a doctor who speaks your language. Private clinics inform about the languages spoken by the doctors they employ on their websites. You can also purchase a private medical policy to help you access private medical care. Assistance in life - threatening situations This type of assistance is provided in a life - threatening state of emergency when there are signs of deterioration in health, the direct consequence of which may be serious damage to the body ’ s functions, bodily injury or loss of life. In an emergency life 
31;38.txt;https://www.wielokultury.wroclaw.pl/en/wromigrant-opieka-medyczna-3/;Is there a private medical care? Where is the emergency in Wrocław? Is there a night healthcare? What are mandatory vaccinations in Poland? What is NFZ? What is National Health Fund? How to get health insurance? How can I sign a contract with National Health Fund? Can I get insurance with National Health Fund as a student? ; assistance is provided in a life - threatening state of emergency when there are signs of deterioration in health, the direct consequence of which may be serious damage to the body ’ s functions, bodily injury or loss of life. In an emergency life threatening situation, specialists will provide you with immediate assistance in the admission rooms and hospital emergency departments. Remember : Call an ambulance only if you are in immediate danger of death or you have observed sudden, serious deterioration in your health! If this is not the case, you should seek the help of your family doctor. If this is not the case, you should seek the help of your family doctor. To call for help, call 999 or 112 and provide the operator with the following information 
31;38.txt;https://www.wielokultury.wroclaw.pl/en/wromigrant-opieka-medyczna-3/;Is there a private medical care? Where is the emergency in Wrocław? Is there a night healthcare? What are mandatory vaccinations in Poland? What is NFZ? What is National Health Fund? How to get health insurance? How can I sign a contract with National Health Fund? Can I get insurance with National Health Fund as a student? ;" this is not the case, you should seek the help of your family doctor. If this is not the case, you should seek the help of your family doctor. To call for help, call 999 or 112 and provide the operator with the following information : the location of the event ( address, location, landmarks ) ; information on who needs help and in what condition he / she is ; your name and surname. If you are employed in Poland and have insurance at work, it is enough to give your PESEL number. If you do not have the PESEL number, you should have a proof of insurance with you ( insurance policy or ZUS ZUA – issued at the employee ’ s request every month ) and show it during registration "
31;38.txt;https://www.wielokultury.wroclaw.pl/en/wromigrant-opieka-medyczna-3/;Is there a private medical care? Where is the emergency in Wrocław? Is there a night healthcare? What are mandatory vaccinations in Poland? What is NFZ? What is National Health Fund? How to get health insurance? How can I sign a contract with National Health Fund? Can I get insurance with National Health Fund as a student? ; enough to give your PESEL number. If you do not have the PESEL number, you should have a proof of insurance with you ( insurance policy or ZUS ZUA – issued at the employee ’ s request every month ) and show it during registration for verification. If you are not insured at work and do not have a private insurance policy, emergency assistance will be given to you but you will have to pay for it. Addresses of the emergency rooms in Wrocław ( open 24 / 7 ) : Wojewódzki Zespół Specjalistyczny Opieki Medycznej Dobrzyńska – Ambulatorium chirurgiczne ( dislocations, fractures, cuts ) Dobrzyńska 21 / 23 50 - 403 Wrocław Main number : + 48 71 
